0	1
1	2
2	2
3	2
4	2
5	0
6	0
7	2
8	2
9	2
10	2
11	1
12	2
13	0
14	1
15	2
16	1
17	2
18	1
19	2
20	1
21	2
22	1
23	2
24	1
25	1
26	1
27	1
28	1
29	2
30	0
31	0
32	1
33	1
34	1
35	2
36	1
37	2
38	0
39	2
40	2
41	1
42	0
43	0
44	0
45	2
46	1
47	2
48	1
49	1
50	1
51	2
52	0
53	1
54	0
55	0
56	0
57	2
58	2
59	2
60	1
61	2
62	2
63	1
64	0
65	2
66	0
67	1
68	0
69	1
70	0
71	0
72	2
73	1
74	1
75	1
76	1
77	0
78	2
79	0
80	2
81	2
82	0
83	0
84	0
85	0
86	2
87	0
88	1
89	2
90	0
91	2
92	1
93	1
94	2
95	2
96	0
97	0
98	2
99	1
100	0
101	0
102	2
103	2
104	1
105	0
106	2
107	1
108	1
109	2
110	2
111	1
112	0
113	2
114	2
115	0
116	1
117	0
118	0
119	0
