0	0
1	1
2	0
3	1
4	1
5	0
6	1
7	0
8	1
9	0
10	0
11	1
12	1
13	0
14	0
15	1
16	1
17	0
18	0
19	0
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	0
29	1
30	1
31	1
32	0
33	1
34	1
35	1
36	1
37	1
38	0
39	1
40	1
41	0
42	1
43	0
44	1
45	0
46	0
47	0
48	0
49	1
50	0
51	0
52	1
53	1
54	0
55	0
56	0
57	1
58	0
59	0
60	1
61	1
62	1
63	0
64	0
65	1
66	1
67	1
68	0
69	0
70	1
71	0
72	0
73	1
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	1
82	1
83	1
84	0
85	1
86	0
87	0
88	0
89	1
90	0
91	0
92	1
93	0
94	0
95	1
96	0
97	1
98	0
99	0
100	1
101	0
102	0
103	0
104	0
105	0
106	1
107	0
108	0
109	1
110	1
111	1
