0	7
1	0
2	2
3	3
4	7
5	3
6	2
7	8
8	8
9	7
10	3
11	10
12	6
13	2
14	6
15	2
16	7
17	9
18	6
19	1
20	9
21	8
22	8
23	7
24	10
25	0
26	6
27	9
28	11
29	1
30	1
31	6
32	2
33	0
34	6
35	1
36	5
37	0
38	6
39	2
40	3
41	7
42	5
43	6
44	4
45	0
46	11
47	2
48	4
49	11
50	10
51	8
52	3
53	11
54	6
55	1
56	9
57	4
58	11
59	10
60	2
61	6
62	9
63	10
64	2
65	9
66	4
67	11
68	8
69	10
70	9
71	6
72	3
73	11
74	3
75	4
76	9
77	8
78	8
79	1
80	5
81	3
82	5
83	11
84	3
85	6
86	4
87	9
88	11
89	0
90	5
91	4
92	4
93	7
94	1
95	9
96	9
97	10
98	3
99	6
100	2
101	1
102	3
103	0
104	7
105	0
106	2
107	3
108	8
109	0
110	4
111	8
112	4
113	9
114	11
